8.5, 7.75, 0
8.5, 10, 0
8.5, 12.25, 0
8.5, 12.25, 0
9.25, 12.25, 0
10, 12.25, 0
10, 12.25, 0
10, 10.75, 0
10, 9.25, 0
10, 9.25, 0
10.75, 9.25, 0
11.5, 9.25, 0
11.5, 9.25, 0
11.5, 8.5, 0
11.5, 7.75, 0
11.5, 7.75, 0
10, 7.75, 0
8.5, 7.75, 0
8.5, 7.875, 0
8.5, 10.125, 0
8.5, 12.375, 0
8.5, 12.375, 0
9.25, 12.375, 0
10, 12.375, 0
10, 12.375, 0
10, 10.875, 0
10, 9.375, 0
10, 9.375, 0
10.75, 9.375, 0
11.5, 9.375, 0
11.5, 9.375, 0
11.5, 8.625, 0
11.5, 7.875, 0
11.5, 7.875, 0
10, 7.875, 0
8.5, 7.875, 0
8.5, 8, 0
8.5, 10.25, 0
8.5, 12.5, 0
8.5, 12.5, 0
9.25, 12.5, 0
10, 12.5, 0
10, 12.5, 0
10, 11, 0
10, 9.5, 0
10, 9.5, 0
10.75, 9.5, 0
11.5, 9.5, 0
11.5, 9.5, 0
11.5, 8.75, 0
11.5, 8, 0
11.5, 8, 0
10, 8, 0
8.5, 8, 0
8.5, 8.125, 0
8.5, 10.375, 0
8.5, 12.625, 0
8.5, 12.625, 0
9.25, 12.625, 0
10, 12.625, 0
10, 12.625, 0
10, 11.125, 0
10, 9.625, 0
10, 9.625, 0
10.75, 9.625, 0
11.5, 9.625, 0
11.5, 9.625, 0
11.5, 8.875, 0
11.5, 8.125, 0
11.5, 8.125, 0
10, 8.125, 0
8.5, 8.125, 0
8.5, 8.25, 0
8.5, 10.5, 0
8.5, 12.75, 0
8.5, 12.75, 0
9.25, 12.75, 0
10, 12.75, 0
10, 12.75, 0
10, 11.25, 0
10, 9.75, 0
10, 9.75, 0
10.75, 9.75, 0
11.5, 9.75, 0
11.5, 9.75, 0
11.5, 9, 0
11.5, 8.25, 0
11.5, 8.25, 0
10, 8.25, 0
8.5, 8.25, 0
8.5, 8.375, 0
8.5, 10.625, 0
8.5, 12.875, 0
8.5, 12.875, 0
9.25, 12.875, 0
10, 12.875, 0
10, 12.875, 0
10, 11.375, 0
10, 9.875, 0
10, 9.875, 0
10.75, 9.875, 0
11.5, 9.875, 0
11.5, 9.875, 0
11.5, 9.125, 0
11.5, 8.375, 0
11.5, 8.375, 0
10, 8.375, 0
8.5, 8.375, 0
8.5, 8.5, 0
8.5, 10.75, 0
8.5, 13, 0
8.5, 13, 0
9.25, 13, 0
10, 13, 0
10, 13, 0
10, 11.5, 0
10, 10, 0
10, 10, 0
10.75, 10, 0
11.5, 10, 0
11.5, 10, 0
11.5, 9.25, 0
11.5, 8.5, 0
11.5, 8.5, 0
10, 8.5, 0
8.5, 8.5, 0
8.5, 8.625, 0
8.5, 10.875, 0
8.5, 13.125, 0
8.5, 13.125, 0
9.25, 13.125, 0
10, 13.125, 0
10, 13.125, 0
10, 11.625, 0
10, 10.125, 0
10, 10.125, 0
10.75, 10.125, 0
11.5, 10.125, 0
11.5, 10.125, 0
11.5, 9.375, 0
11.5, 8.625, 0
11.5, 8.625, 0
10, 8.625, 0
8.5, 8.625, 0
8.5, 8.75, 0
8.5, 11, 0
8.5, 13.25, 0
8.5, 13.25, 0
9.25, 13.25, 0
10, 13.25, 0
10, 13.25, 0
10, 11.75, 0
10, 10.25, 0
10, 10.25, 0
10.75, 10.25, 0
11.5, 10.25, 0
11.5, 10.25, 0
11.5, 9.5, 0
11.5, 8.75, 0
11.5, 8.75, 0
10, 8.75, 0
8.5, 8.75, 0
8.5, 8.875, 0
8.5, 11.125, 0
8.5, 13.375, 0
8.5, 13.375, 0
9.25, 13.375, 0
10, 13.375, 0
10, 13.375, 0
10, 11.875, 0
10, 10.375, 0
10, 10.375, 0
10.75, 10.375, 0
11.5, 10.375, 0
11.5, 10.375, 0
11.5, 9.625, 0
11.5, 8.875, 0
11.5, 8.875, 0
10, 8.875, 0
8.5, 8.875, 0
8.5, 9, 0
8.5, 11.25, 0
8.5, 13.5, 0
8.5, 13.5, 0
9.25, 13.5, 0
10, 13.5, 0
10, 13.5, 0
10, 12, 0
10, 10.5, 0
10, 10.5, 0
10.75, 10.5, 0
11.5, 10.5, 0
11.5, 10.5, 0
11.5, 9.75, 0
11.5, 9, 0
11.5, 9, 0
10, 9, 0
8.5, 9, 0
8.5, 9.125, 0
8.5, 11.375, 0
8.5, 13.625, 0
8.5, 13.625, 0
9.25, 13.625, 0
10, 13.625, 0
10, 13.625, 0
10, 12.125, 0
10, 10.625, 0
10, 10.625, 0
10.75, 10.625, 0
11.5, 10.625, 0
11.5, 10.625, 0
11.5, 9.875, 0
11.5, 9.125, 0
11.5, 9.125, 0
10, 9.125, 0
8.5, 9.125, 0
8.5, 9.25, 0
8.5, 11.5, 0
8.5, 13.75, 0
8.5, 13.75, 0
9.25, 13.75, 0
10, 13.75, 0
10, 13.75, 0
10, 12.25, 0
10, 10.75, 0
10, 10.75, 0
10.75, 10.75, 0
11.5, 10.75, 0
11.5, 10.75, 0
11.5, 10, 0
11.5, 9.25, 0
11.5, 9.25, 0
10, 9.25, 0
8.5, 9.25, 0
8.5, 9.375, 0
8.5, 11.625, 0
8.5, 13.875, 0
8.5, 13.875, 0
9.25, 13.875, 0
10, 13.875, 0
10, 13.875, 0
10, 12.375, 0
10, 10.875, 0
10, 10.875, 0
10.75, 10.875, 0
11.5, 10.875, 0
11.5, 10.875, 0
11.5, 10.125, 0
11.5, 9.375, 0
11.5, 9.375, 0
10, 9.375, 0
8.5, 9.375, 0
8.5, 9.5, 0
8.5, 11.75, 0
8.5, 14, 0
8.5, 14, 0
9.25, 14, 0
10, 14, 0
10, 14, 0
10, 12.5, 0
10, 11, 0
10, 11, 0
10.75, 11, 0
11.5, 11, 0
11.5, 11, 0
11.5, 10.25, 0
11.5, 9.5, 0
11.5, 9.5, 0
10, 9.5, 0
8.5, 9.5, 0
8.5, 9.625, 0
8.5, 11.875, 0
8.5, 14.125, 0
8.5, 14.125, 0
9.25, 14.125, 0
10, 14.125, 0
10, 14.125, 0
10, 12.625, 0
10, 11.125, 0
10, 11.125, 0
10.75, 11.125, 0
11.5, 11.125, 0
11.5, 11.125, 0
11.5, 10.375, 0
11.5, 9.625, 0
11.5, 9.625, 0
10, 9.625, 0
8.5, 9.625, 0
8.5, 9.75, 0
8.5, 12, 0
8.5, 14.25, 0
8.5, 14.25, 0
9.25, 14.25, 0
10, 14.25, 0
10, 14.25, 0
10, 12.75, 0
10, 11.25, 0
10, 11.25, 0
10.75, 11.25, 0
11.5, 11.25, 0
11.5, 11.25, 0
11.5, 10.5, 0
11.5, 9.75, 0
11.5, 9.75, 0
10, 9.75, 0
8.5, 9.75, 0
8.5, 9.875, 0
8.5, 12.125, 0
8.5, 14.375, 0
8.5, 14.375, 0
9.25, 14.375, 0
10, 14.375, 0
10, 14.375, 0
10, 12.875, 0
10, 11.375, 0
10, 11.375, 0
10.75, 11.375, 0
11.5, 11.375, 0
11.5, 11.375, 0
11.5, 10.625, 0
11.5, 9.875, 0
11.5, 9.875, 0
10, 9.875, 0
8.5, 9.875, 0
8.5, 10, 0
8.5, 12.25, 0
8.5, 14.5, 0
8.5, 14.5, 0
9.25, 14.5, 0
10, 14.5, 0
10, 14.5, 0
10, 13, 0
10, 11.5, 0
10, 11.5, 0
10.75, 11.5, 0
11.5, 11.5, 0
11.5, 11.5, 0
11.5, 10.75, 0
11.5, 10, 0
11.5, 10, 0
10, 10, 0
8.5, 10, 0
8.5, 10.125, 0
8.5, 12.375, 0
8.5, 14.625, 0
8.5, 14.625, 0
9.25, 14.625, 0
10, 14.625, 0
10, 14.625, 0
10, 13.125, 0
10, 11.625, 0
10, 11.625, 0
10.75, 11.625, 0
11.5, 11.625, 0
11.5, 11.625, 0
11.5, 10.875, 0
11.5, 10.125, 0
11.5, 10.125, 0
10, 10.125, 0
8.5, 10.125, 0
8.5, 10.25, 0
8.5, 12.5, 0
8.5, 14.75, 0
8.5, 14.75, 0
9.25, 14.75, 0
10, 14.75, 0
10, 14.75, 0
10, 13.25, 0
10, 11.75, 0
10, 11.75, 0
10.75, 11.75, 0
11.5, 11.75, 0
11.5, 11.75, 0
11.5, 11, 0
11.5, 10.25, 0
11.5, 10.25, 0
10, 10.25, 0
8.5, 10.25, 0
8.5, 10.375, 0
8.5, 12.625, 0
8.5, 14.875, 0
8.5, 14.875, 0
9.25, 14.875, 0
10, 14.875, 0
10, 14.875, 0
10, 13.375, 0
10, 11.875, 0
10, 11.875, 0
10.75, 11.875, 0
11.5, 11.875, 0
11.5, 11.875, 0
11.5, 11.125, 0
11.5, 10.375, 0
11.5, 10.375, 0
10, 10.375, 0
8.5, 10.375, 0
8.5, 10.5, 0
8.5, 12.75, 0
8.5, 15, 0
8.5, 15, 0
9.25, 15, 0
10, 15, 0
10, 15, 0
10, 13.5, 0
10, 12, 0
10, 12, 0
10.75, 12, 0
11.5, 12, 0
11.5, 12, 0
11.5, 11.25, 0
11.5, 10.5, 0
11.5, 10.5, 0
10, 10.5, 0
8.5, 10.5, 0
8.5, 10.625, 0
8.5, 12.875, 0
8.5, 15.125, 0
8.5, 15.125, 0
9.25, 15.125, 0
10, 15.125, 0
10, 15.125, 0
10, 13.625, 0
10, 12.125, 0
10, 12.125, 0
10.75, 12.125, 0
11.5, 12.125, 0
11.5, 12.125, 0
11.5, 11.375, 0
11.5, 10.625, 0
11.5, 10.625, 0
10, 10.625, 0
